type	publication_id	year	journal	title	authors	publish_date	citation_count	citation_count_category	relative_citation_ratio	rcr_range	nih_percentile	doi	project.queried_project_id
publication	33183950	2020	Semin Immunol	Humoral immune responses: Unsung heroes of the war on cancer.	Jose R Conejo-Garcia, Subir Biswas, Ricardo Chaurio	1-Jun-2020	1	<=4	0.16	< 0.2	7.9	10.1016/j.smim.2020.101419	R01CA211913
publication	33184911	2021	Ann N Y Acad Sci	Frontiers in cancer immunotherapy-a symposium report.	Jennifer Cable, Benjamin Greenbaum, Dana Pe'er, Catherine M Bollard, Sofia Bruni, Matthew E Griffin, James P Allison, Catherine J Wu, Sumit K Subudhi, Elaine R Mardis, Renier Brentjens, Jeffry A Sosman, Saso Cemerski, Anastasia-Maria Zavitsanou, Theresa Proia, Mikala Egeblad, Garry Nolan, Sangeeta Goswami, Stefani Spranger, Crystal L Mackall	1-Apr-2021	2	<=4		N/A		10.1111/nyas.14526	U01CA239258
publication	33186085	2021	JCO Oncol Pract	Clinical Trial Metrics: The Complexity of Conducting Clinical Trials in North American Cancer Centers.	Carrie Lee, Theresa L Werner, Allison M Deal, Cassandra J Krise-Confair, Tricia Adrales Bentz, Theresa M Cummings, Stefan C Grant, Ashley Baker Lee, Jessica Moehle, Kristie Moffett, Helen Peck, Stephen Williamson, Aleksandar Zafirovski, Kate Shaw, Janie K Hofacker	1-Jan-2021	2	<=4		N/A		10.1200/OP.20.00501	U54CA209978
publication	33188038	2020	J Immunother Cancer	PD-1 and TIGIT coexpression identifies a circulating CD8 T cell subset predictive of response to anti-PD-1 therapy.	Sylvain Simon, Valentin Voillet, Virginie Vignard, Zhong Wu, Camille Dabrowski, Nicolas Jouand, Tiffany Beauvais, Amir Khammari, Cécile Braudeau, Régis Josien, Olivier Adotevi, Caroline Laheurte, François Aubin, Charles Nardin, Samuel Rulli, Raphael Gottardo, Nirasha Ramchurren, Martin Cheever, Steven P Fling, Candice D Church, Paul Nghiem, Brigitte Dreno, Stanley R Riddell, Nathalie Labarriere	1-Nov-2020	7	5 to 9	1.02	0.8 to 1.25	50.9	10.1136/jitc-2020-001631	UM1CA154967
publication	33188200	2020	Nat Commun	A translational program that suppresses metabolism to shield the genome.	Nathan C Balukoff, J J David Ho, Phaedra R Theodoridis, Miling Wang, Michael Bokros, Lis M Llanio, Jonathan R Krieger, Jonathan H Schatz, Stephen Lee	13-Nov-2020	2	<=4	0.33	0.2 to 0.5	17.4	10.1038/s41467-020-19602-2	UM1CA154967
publication	33194740	2020	Front Oncol	Magnetic Resonance Molecular Imaging of Extradomain B Fibronectin Improves Imaging of Pancreatic Cancer Tumor Xenografts.	Peter Qiao, Nadia R Ayat, Amita Vaidya, Songqi Gao, Wenyu Sun, Samuel Chou, Zheng Han, Hannah Gilmore, Jordan M Winter, Zheng-Rong Lu	30-Oct-2020	1	<=4	0.2	0.2 to 0.5	10	10.3389/fonc.2020.586727	R44CA199826
publication	33194937	2020	Front Public Health	Metformin and Chemoprevention: Potential for Heart-Healthy Targeting of Biologically Aggressive Breast Cancer.	Veronica C Jones, Eric C Dietze, Tijana Jovanovic-Talisman, Jeannine S McCune, Victoria L Seewaldt	29-Oct-2020	4	<=4	1.21	0.8 to 1.25	57.3	10.3389/fpubh.2020.509714	R01CA192914
publication	33199490	2021	Clin Cancer Res	Randomized Phase II and Biomarker Study of Pembrolizumab plus Bevacizumab versus Pembrolizumab Alone for Patients with Recurrent Glioblastoma.	Lakshmi Nayak, Annette M Molinaro, Katherine Peters, Jennifer L Clarke, Justin T Jordan, John de Groot, Leia Nghiemphu, Thomas Kaley, Howard Colman, Christine McCluskey, Sarah Gaffey, Timothy R Smith, David J Cote, Mariano Severgnini, Jennifer H Yearley, Qing Zhao, Wendy M Blumenschein, Dan G Duda, Alona Muzikansky, Rakesh K Jain, Patrick Y Wen, David A Reardon	15-Feb-2021	13	10 to 14	6.48	> 5		10.1158/1078-0432.CCR-20-2500	R01CA208205
publication	33203635	2020	BMJ Open	Motivational Interviewing for Maternal Immunisation (MI4MI) study: a protocol for an implementation study of a clinician vaccine communication intervention for prenatal care settings.	Sarah E Brewer, Jessica R Cataldi, Mary Fisher, Russell E Glasgow, Kathleen Garrett, Sean T O'Leary	17-Nov-2020	3	<=4	1.66	1.25 to 2	68.9	10.1136/bmjopen-2020-040226	P50CA244688
publication	33203928	2020	Nat Commun	Polycarbonate-based ultra-pH sensitive nanoparticles improve therapeutic window.	Xu Wang, Jonathan Wilhelm, Wei Li, Suxin Li, Zhaohui Wang, Gang Huang, Jian Wang, Houliang Tang, Sina Khorsandi, Zhichen Sun, Bret Evers, Jinming Gao	17-Nov-2020	4	<=4	0.65	0.5 to 0.8	35	10.1038/s41467-020-19651-7	U54CA244719
publication	33205028	2020	iScience	Mass Cytometry Phenotyping of Human Granulocytes Reveals Novel Basophil Functional Heterogeneity.	Nora Vivanco Gonzalez, John-Paul Oliveria, Dmitry Tebaykin, Geoffrey T Ivison, Kaori Mukai, Mindy M Tsai, Luciene Borges, Kari C Nadeau, Stephen J Galli, Albert G Tsai, Sean C Bendall	22-Oct-2020	2	<=4	0.37	0.2 to 0.5	19.5	10.1016/j.isci.2020.101724	U24CA224309
publication	33205531	2021	Arthritis Rheumatol	Associations of Antibodies Targeting Periodontal Pathogens With Subclinical Coronary, Carotid, and Peripheral Arterial Atherosclerosis in Rheumatoid Arthritis.	Jon T Giles, Jesper Reinholdt, Felipe Andrade, Maximilian F Konig	1-Apr-2021	5	5 to 9	2.5	2 to 5		10.1002/art.41572	R01AR050026
publication	33207246	2020	Cell Metab	Protein Prenylation Drives Discrete Signaling Programs for the Differentiation and Maintenance of Effector T<sub>reg</sub> Cells.	Wei Su, Nicole M Chapman, Jun Wei, Hu Zeng, Yogesh Dhungana, Hao Shi, Jordy Saravia, Peipei Zhou, Lingyun Long, Sherri Rankin, Anil Kc, Peter Vogel, Hongbo Chi	1-Dec-2020	6	5 to 9	0.88	0.8 to 1.25	45.6	10.1016/j.cmet.2020.10.022	R01CA221290
publication	33209304	2020	Evol Med Public Health	Lifetime cancer prevalence and life history traits in mammals.	Amy M Boddy, Lisa M Abegglen, Allan P Pessier, Athena Aktipis, Joshua D Schiffman, Carlo C Maley, Carmel Witte	25-May-2020	10	10 to 14	2.06	2 to 5	75.8	10.1093/emph/eoaa015	U2CCA233254
publication	33210298	2021	Int J Cancer	Hormonal factors in association with lung cancer among Asian women: A pooled analysis from the International Lung Cancer Consortium.	Kexin Jin, Rayjean J Hung, Sera Thomas, Loic Le Marchand, Keitaro Matsuo, Adeline Seow, Hongbing Shen, Woon-Puay Kok, Jian-Min Yuan, Ming Wu, Liming Li, Jin-Kou Zhao, Zuo-Feng Zhang	1-May-2021	1	<=4		N/A		10.1002/ijc.33405	U01CA164973
publication	33213279	2021	SLAS Technol	Adapting a Low-Cost and Open-Source Commercial Pipetting Robot for Nanoliter Liquid Handling.	E Enoch A W Councill, Nathanial B Axtell, Thy Truong, Yiran Liang, Adam L Aposhian, Kei G I Webber, Ying Zhu, Yongzheng Cong, Richard H Carson, Ryan T Kelly	1-Jun-2021	1	<=4		N/A		10.1177/2472630320973591	R33CA225248
publication	33215030	2020	Front Oncol	Tumor Treating Fields: At the Crossroads Between Physics and Biology for Cancer Treatment.	Francesca A Carrieri, Caleb Smack, Ismaeel Siddiqui, Lawrence R Kleinberg, Phuoc T Tran	30-Oct-2020	3	<=4	0.98	0.8 to 1.25	49.6	10.3389/fonc.2020.575992	U01CA231776
publication	33218603	2021	PET Clin	3D/4D Reconstruction and Quantitative Total Body Imaging.	Jinyi Qi, Samuel Matej, Guobao Wang, Xuezhu Zhang	1-Jan-2021	0	<=4		N/A		10.1016/j.cpet.2020.09.008	R33CA225310
publication	33218604	2021	PET Clin	Analysis of Four-Dimensional Data for Total Body PET Imaging.	Varsha Viswanath, Rhea Chitalia, Austin R Pantel, Joel S Karp, David A Mankoff	1-Jan-2021	1	<=4		N/A		10.1016/j.cpet.2020.09.009	R33CA225310
publication	33219054	2021	Genome Res	Predictive modeling of single-cell DNA methylome data enhances integration with transcriptome data.	Yasin Uzun, Hao Wu, Kai Tan	1-Jan-2021	2	<=4		N/A		10.1101/gr.267047.120	U2CCA233285
publication	33220460	2020	Semin Cancer Biol	Epigenetic landscape of small cell lung cancer: small image of a giant recalcitrant disease.	Parvez Khan, Jawed Akhtar Siddiqui, Shailendra Kumar Maurya, Imayavaramban Lakshmanan, Maneesh Jain, Apar Kishor Ganti, Ravi Salgia, Surinder Kumar Batra, Mohd Wasim Nasser	18-Nov-2020	7	5 to 9	1.16	0.8 to 1.25	56	10.1016/j.semcancer.2020.11.006	U54CA209978
publication	33220808	2021	Surg Oncol Clin N Am	Surgical Management of Neuroendocrine Tumor Liver Metastases.	Catherine G Tran, Scott K Sherman, Chandrikha Chandrasekharan, James R Howe	1-Jan-2021	0	<=4		N/A		10.1016/j.soc.2020.08.001	P50CA174521
publication	33221681	2021	Transl Oncol	A `one-two punch' therapy strategy to target chemoresistance in estrogen receptor positive breast cancer.	Feng Chi, Jiayi Liu, Samuel W Brady, Patrick A Cosgrove, Aritro Nath, Jasmine A McQuerry, Sumana Majumdar, Philip J Moos, Jeffrey T Chang, Michael Kahn, Andrea H Bild	1-Jan-2021	3	<=4		N/A		10.1016/j.tranon.2020.100946	U54CA209978
publication	33225120	2020	IEEE Trans Radiat Plasma Med Sci	Quantifying bias and precision of kinetic parameter estimation on the PennPET Explorer, a long axial field-of-view scanner.	Varsha Viswanath, Austin R Pantel, Margaret E Daube-Witherspoon, Robert Doot, Mark Muzi, David A Mankoff, Joel S Karp	1-Nov-2020	5	5 to 9	1.67	1.25 to 2	69	10.1109/trpms.2020.3021315	R33CA225310
publication	33225633	2021	Adv Healthc Mater	Stimuli-Responsive Iron Oxide Nanotheranostics: A Versatile and Powerful Approach for Cancer Therapy.	Morgan E Lorkowski, Prabhani U Atukorale, Ketan B Ghaghada, Efstathios Karathanasis	1-Mar-2021	4	<=4		N/A		10.1002/adhm.202001044	U01DE028233
publication	33228402	2021	Biotechniques	Beyond brightfield: a possible future of slide scanners.	Farzad Fereidouni, Richard Levenson	1-Jan-2021	0	<=4		N/A		10.2144/btn-2020-0125	R33CA202881
publication	33230299	2020	Nat Genet	Common variants in signaling transcription-factor-binding sites drive phenotypic variability in red blood cell traits.	Avik Choudhuri, Eirini Trompouki, Brian J Abraham, Leandro M Colli, Kian Hong Kock, William Mallard, Min-Lee Yang, Divya S Vinjamur, Alireza Ghamari, Audrey Sporrij, Karen Hoi, Barbara Hummel, Sonja Boatman, Victoria Chan, Sierra Tseng, Satish K Nandakumar, Song Yang, Asher Lichtig, Michael Superdock, Seraj N Grimes, Teresa V Bowman, Yi Zhou, Shinichiro Takahashi, Roby Joehanes, Alan B Cantor, Daniel E Bauer, Santhi K Ganesh, John Rinn, Paul S Albert, Martha L Bulyk, Stephen J Chanock, Richard A Young, Leonard I Zon	1-Dec-2020	5	5 to 9	0.59	0.5 to 0.8	32	10.1038/s41588-020-00738-2	P01CA155258
publication	33232788	2021	Cancer Lett	Inhibition of adjuvant-induced TAM receptors potentiates cancer vaccine immunogenicity and therapeutic efficacy.	Diana Llopiz, Marta Ruiz, Leyre Silva, David Repáraz, Belén Aparicio, Josune Egea, Juan J Lasarte, Esther Redin, Alfonso Calvo, Matthew Angel, Jay A Berzofsky, David Stroncek, Pablo Sarobe	28-Feb-2021	1	<=4		N/A		10.1016/j.canlet.2020.11.022	U01CA224766
publication	33234154	2020	BMC Biol	CloneSifter: enrichment of rare clones from heterogeneous cell populations.	David Feldman, FuNien Tsai, Anthony J Garrity, Ryan O'Rourke, Lisa Brenan, Patricia Ho, Elizabeth Gonzalez, Silvana Konermann, Cory M Johannessen, Rameen Beroukhim, Pratiti Bandopadhayay, Paul C Blainey	24-Nov-2020	1	<=4	0.1	< 0.2	4.9	10.1186/s12915-020-00911-3	U54CA224068
publication	33234227	2020	Curr Probl Surg	Small Bowel Neuroendocrine Tumors.	Catherine G Tran, Scott K Sherman, James R Howe	1-Dec-2020	2	<=4	0.62	0.5 to 0.8	33.6	10.1016/j.cpsurg.2020.100823	P50CA174521
publication	33234602	2020	J Immunother Cancer	Regorafenib combined with PD1 blockade increases CD8 T-cell infiltration by inducing CXCL10 expression in hepatocellular carcinoma.	Kohei Shigeta, Aya Matsui, Hiroto Kikuchi, Sebastian Klein, Emilie Mamessier, Ivy X Chen, Shuichi Aoki, Shuji Kitahara, Koetsu Inoue, Ayako Shigeta, Tai Hato, Rakesh R Ramjiawan, Daniel Staiculescu, Dieter Zopf, Lukas Fiebig, Gabriela S Hobbs, Alexander Quaas, Simona Dima, Irinel Popescu, Peigen Huang, Lance L Munn, Mark Cobbold, Lipika Goyal, Andrew X Zhu, Rakesh K Jain, Dan G Duda	1-Nov-2020	11	10 to 14	1.64	1.25 to 2	68.4	10.1136/jitc-2020-001435	R41CA213678
publication	33234602	2020	J Immunother Cancer	Regorafenib combined with PD1 blockade increases CD8 T-cell infiltration by inducing CXCL10 expression in hepatocellular carcinoma.	Kohei Shigeta, Aya Matsui, Hiroto Kikuchi, Sebastian Klein, Emilie Mamessier, Ivy X Chen, Shuichi Aoki, Shuji Kitahara, Koetsu Inoue, Ayako Shigeta, Tai Hato, Rakesh R Ramjiawan, Daniel Staiculescu, Dieter Zopf, Lukas Fiebig, Gabriela S Hobbs, Alexander Quaas, Simona Dima, Irinel Popescu, Peigen Huang, Lance L Munn, Mark Cobbold, Lipika Goyal, Andrew X Zhu, Rakesh K Jain, Dan G Duda	1-Nov-2020	11	10 to 14	1.64	1.25 to 2	68.4	10.1136/jitc-2020-001435	R01CA208205
publication	33235308	2020	Nat Biomed Eng	Author Correction: Non-invasive monitoring of chronic liver disease via near-infrared and shortwave-infrared imaging of endogenous lipofuscin.	Mari Saif, Wilhelmus J Kwanten, Jessica A Carr, Ivy X Chen, Jessica M Posada, Amitabh Srivastava, Juanye Zhang, Yi Zheng, Matthias Pinter, Sampurna Chatterjee, Samir Softic, C Ronald Kahn, Klaus van Leyen, Oliver T Bruns, Rakesh K Jain, Moungi G Bawendi	1-Dec-2020	0	<=4	0	< 0.2	0	10.1038/s41551-020-00664-y	R01CA208205
publication	33237278	2021	Nucleic Acids Res	Integration of the Drug-Gene Interaction Database (DGIdb 4.0) with open crowdsource efforts.	Sharon L Freshour, Susanna Kiwala, Kelsy C Cotto, Adam C Coffman, Joshua F McMichael, Jonathan J Song, Malachi Griffith, Obi L Griffith, Alex H Wagner	8-Jan-2021	23	>=20	11.48	> 5		10.1093/nar/gkaa1084	U01CA209936
publication	33242424	2020	Cell	Integrated Proteogenomic Characterization across Major Histological Types of Pediatric Brain Cancer.	Francesca Petralia, Nicole Tignor, Boris Reva, Mateusz Koptyra, Shrabanti Chowdhury, Dmitry Rykunov, Azra Krek, Weiping Ma, Yuankun Zhu, Jiayi Ji, Anna Calinawan, Jeffrey R Whiteaker, Antonio Colaprico, Vasileios Stathias, Tatiana Omelchenko, Xiaoyu Song, Pichai Raman, Yiran Guo, Miguel A Brown, Richard G Ivey, John Szpyt, Sanjukta Guha Thakurta, Marina A Gritsenko, Karl K Weitz, Gonzalo Lopez, Selim Kalayci, Zeynep H Gümüş, Seungyeul Yoo, Felipe da Veiga Leprevost, Hui-Yin Chang, Karsten Krug, Lizabeth Katsnelson, Ying Wang, Jacob J Kennedy, Uliana J Voytovich, Lei Zhao, Krutika S Gaonkar, Brian M Ennis, Bo Zhang, Valerie Baubet, Lamiya Tauhid, Jena V Lilly, Jennifer L Mason, Bailey Farrow, Nathan Young, Sarah Leary, Jamie Moon, Vladislav A Petyuk, Javad Nazarian, Nithin D Adappa, James N Palmer, Robert M Lober, Samuel Rivero-Hinojosa, Liang-Bo Wang, Joshua M Wang, Matilda Broberg, Rosalie K Chu, Ronald J Moore, Matthew E Monroe, Rui Zhao, Richard D Smith, Jun Zhu, Ana I Robles, Mehdi Mesri, Emily Boja, Tara Hiltke, Henry Rodriguez, Bing Zhang, Eric E Schadt, D R Mani, Li Ding, Antonio Iavarone, Maciej Wiznerowicz, Stephan Schürer, Xi S Chen, Allison P Heath, Jo Lynne Rokita, Alexey I Nesvizhskii, David Fenyö, Karin D Rodland, Tao Liu, Steven P Gygi, Amanda G Paulovich, Adam C Resnick, Phillip B Storm, Brian R Rood, Pei Wang	23-Dec-2020	21	>=20	3.65	2 to 5	89.1	10.1016/j.cell.2020.10.044	U24CA210985
publication	33242441	2020	Lancet Haematol	Targeted therapy or transplantation for paediatric ABL-class Ph-like acute lymphocytic leukaemia?	Sarah K Tasian, Christina Peters	1-Dec-2020	0	<=4	0	< 0.2	0	10.1016/S2352-3026(20)30369-0	U01CA232486
publication	33243875	2020	Science	Engineering cytokines and cytokine circuits.	Aileen W Li, Wendell A Lim	27-Nov-2020	3	<=4	0.55	0.5 to 0.8	29.8	10.1126/science.abb5607	U54CA244438
publication	33245774	2021	Nucleic Acids Res	PAGER-CoV: a comprehensive collection of pathways, annotated gene-lists and gene signatures for coronavirus disease studies.	Zongliang Yue, Eric Zhang, Clark Xu, Sunny Khurana, Nishant Batra, Son Do Hai Dang, James J Cimino, Jake Y Chen	8-Jan-2021	6	5 to 9	2.99	2 to 5		10.1093/nar/gkaa1094	U01CA223976
publication	33246098	2021	Contemp Clin Trials	Sample size re-estimation in adaptive enrichment design.	Ruitao Lin, Zhao Yang, Ying Yuan, Guosheng Yin	1-Jan-2021	0	<=4		N/A		10.1016/j.cct.2020.106216	P50CA098258
publication	33246632	2021	Semin Radiat Oncol	The Radiobiology of Radiopharmaceuticals.	Zachary S Morris, Andrew Z Wang, Susan J Knox	1-Jan-2021	3	<=4		N/A		10.1016/j.semradonc.2020.07.002	U01CA233102
publication	33246634	2021	Semin Radiat Oncol	Radiopharmaceutical Chemistry and Drug Development-What's Changed?	Charles A Kunos, David A Mankoff, Michael K Schultz, Stephen A Graves, Daniel A Pryma	1-Jan-2021	0	<=4		N/A		10.1016/j.semradonc.2020.07.006	P50CA174521
publication	33246637	2021	Semin Radiat Oncol	Radiopharmaceuticals for Neuroendocrine Tumors.	Re-I Chin, Francis S Wu, Yusuf Menda, Hyun Kim	1-Jan-2021	2	<=4		N/A		10.1016/j.semradonc.2020.07.007	P50CA174521
publication	33252629	2021	J Natl Cancer Inst	Racial Differences in Population Attributable Risk for Epithelial Ovarian Cancer in the OCWAA Consortium.	Lauren C Peres, Traci N Bethea, Tareq F Camacho, Elisa V Bandera, Alicia Beeghly-Fadiel, Deanna L Chyn, Holly R Harris, Charlotte E Joslin, Patricia G Moorman, Evan Myers, Heather M Ochs-Balcom, Will Rosenow, V Wendy Setiawan, Anna H Wu, Lynn Rosenberg, Joellen M Schildkraut	1-Jun-2021	3	<=4		N/A		10.1093/jnci/djaa188	U01CA164973
publication	33255309	2020	Int J Environ Res Public Health	Looking beyond the Lamppost: Population-Level Primary Prevention of Breast Cancer.	Gabriella M McLoughlin, Eric M Wiedenman, Sarah Gehlert, Ross C Brownson	24-Nov-2020	0	<=4	0	< 0.2	0	10.3390/ijerph17238720	P50CA244431
publication	33255368	2020	Cancers (Basel)	Risk and Response-Adapted Treatment in Multiple Myeloma.	Titouan Cazaubiel, Olga Mulas, Lydia Montes, Anaïs Schavgoulidze, Hervé Avet-Loiseau, Jill Corre, Aurore Perrot	24-Nov-2020	2	<=4	0.62	0.5 to 0.8	33.2	10.3390/cancers12123497	P01CA155258
publication	33257795	2021	Nat Mater	Tumour-associated macrophages drive stromal cell-dependent collagen crosslinking and stiffening to promote breast cancer aggression.	Ori Maller, Allison P Drain, Alexander S Barrett, Signe Borgquist, Brian Ruffell, Igor Zakharevich, Thanh T Pham, Tina Gruosso, Hellen Kuasne, Johnathon N Lakins, Irene Acerbi, J Matthew Barnes, Travis Nemkov, Aastha Chauhan, Jessica Gruenberg, Aqsa Nasir, Olof Bjarnadottir, Zena Werb, Peter Kabos, Yunn-Yi Chen, E Shelley Hwang, Morag Park, Lisa M Coussens, Andrew C Nelson, Kirk C Hansen, Valerie M Weaver	1-Apr-2021	24	>=20	11.95	> 5		10.1038/s41563-020-00849-5	R01CA192914
publication	33258687	2021	Clin Trials	Composite grading algorithm for the National Cancer Institute's Patient-Reported Outcomes version of the Common Terminology Criteria for Adverse Events (PRO-CTCAE).	Ethan Basch, Claus Becker, Lauren J Rogak, Deborah Schrag, Bryce B Reeve, Patricia Spears, Mary Lou Smith, Mrinal M Gounder, Michelle R Mahoney, Gary K Schwartz, Antonia V Bennett, Tito R Mendoza, Charles S Cleeland, Jeff A Sloan, Deborah Watkins Bruner, Gisela Schwab, Thomas M Atkinson, Gita Thanarajasingam, Monica M Bertagnolli, Amylou C Dueck	1-Feb-2021	11	10 to 14	5.49	> 5		10.1177/1740774520975120	U01CA233046
publication	33259803	2020	Cell	Shared Immunogenic Poly-Epitope Frameshift Mutations in Microsatellite Unstable Tumors.	Vladimir Roudko, Cansu Cimen Bozkus, Theofano Orfanelli, Christopher B McClain, Caitlin Carr, Timothy O'Donnell, Lauren Chakraborty, Robert Samstein, Kuan-Lin Huang, Stephanie V Blank, Benjamin Greenbaum, Nina Bhardwaj	10-Dec-2020	25	>=20	3.6	2 to 5	88.9	10.1016/j.cell.2020.11.004	U01CA224175
publication	33262066	2020	Semin Immunol	Adoptive T cell therapy: Boosting the immune system to fight cancer.	Ernesto Leon, Raghuveer Ranganathan, Barbara Savoldo	1-Jun-2020	6	5 to 9	0.99	0.8 to 1.25	49.7	10.1016/j.smim.2020.101437	U01CA239258
publication	33262135	2021	Clin Cancer Res	Composition, Spatial Characteristics, and Prognostic Significance of Myeloid Cell Infiltration in Pancreatic Cancer.	Sara A Väyrynen, Jinming Zhang, Chen Yuan, Juha P Väyrynen, Andressa Dias Costa, Hannah Williams, Vicente Morales-Oyarvide, Mai Chan Lau, Douglas A Rubinson, Richard F Dunne, Margaret M Kozak, Wenjia Wang, Diana Agostini-Vulaj, Michael G Drage, Lauren Brais, Emma Reilly, Osama Rahma, Thomas Clancy, Jiping Wang, David C Linehan, Andrew J Aguirre, Charles S Fuchs, Lisa M Coussens, Daniel T Chang, Albert C Koong, Aram F Hezel, Shuji Ogino, Jonathan A Nowak, Brian M Wolpin	15-Feb-2021	9	5 to 9	4.48	2 to 5		10.1158/1078-0432.CCR-20-3141	U01CA224146
