type	publication_id	pmc_id	year	journal	title	authors	publish_date	citation_count	relative_citation_ratio	rcr_range	nih_percentile	doi	project.project_id
publication	33516272	PMC7847004	2021	Biomark Res	Outgrowth of a CSF3R-mutant clone drives a second myeloproliferative neoplasm in a chronic myeloid leukemia patient: a case report.	"Sarah A Carratt, Diana Brewer, Julia E Maxson, Brian J Druker, Theodore P Braun"		0		N/A		10.1186/s40364-021-00261-4	1U54CA224019-01
publication	33523236	PMC8328982	2021	J Natl Cancer Inst	Defining Multimorbidity and Its Impact in Older United States Veterans Newly Treated for Multiple Myeloma.	"Nathanael R Fillmore, Clark DuMontier, Cenk Yildirim, Jennifer La, Mara M Epstein, David Cheng, Diana Cirstea, Sarvari Yellapragada, Gregory A Abel, J Michael Gaziano, Nhan Do, Mary Brophy, Dae H Kim, Nikhil C Munshi, Jane A Driver"		1		N/A		10.1093/jnci/djab007	2P01CA155258-06
publication	33523558	PMC8333775	2021	Mol Oncol	Epigenetic regulator BMI1 promotes alveolar rhabdomyosarcoma proliferation and constitutes a novel therapeutic target.	"Cara E Shields, Sindhu Potlapalli, Selma M Cuya-Smith, Sarah K Chappell, Dongdong Chen, Daniel Martinez, Jennifer Pogoriler, Komal S Rathi, Shiv A Patel, Kristianne M Oristian, Corinne M Linardic, John M Maris, Karmella A Haynes, Robert W Schnepp"		0		N/A		10.1002/1878-0261.12914	1U54CA231630-01A1
publication	33524948	PMC8383155	2021	Neurosurg Focus	"Safety and interim survival data after intracranial administration of M032, a genetically engineered oncolytic HSV-1 expressing IL-12, in pet dogs with sporadic gliomas."	"Nidal B Omar, R Timothy Bentley, David K Crossman, Jeremy B Foote, Jennifer W Koehler, James M Markert, Simon R Platt, Daniel R Rissi, Andy Shores, Donald Sorjonen, Amy B Yanke, G Yancey Gillespie, Melissa R Chambers"		2		N/A		10.3171/2020.11.FOCUS20844	1U01CA224151-01
publication	33526449	PMC8088128	2021	Mol Cell Biol	A Leucine-Rich Repeat Protein Provides a SHOC2 the RAS Circuit: a Structure-Function Perspective.	"Jason J Kwon, William C Hahn"		0		N/A		10.1128/MCB.00627-20	1U01CA224146-01
publication	33527899	PMC7886351	2021	Elife	Convergent organization of aberrant MYB complex controls oncogenic gene expression in acute myeloid leukemia.	"Sumiko Takao, Lauren Forbes, Masahiro Uni, Shuyuan Cheng, Jose Mario Bello Pineda, Yusuke Tarumoto, Paolo Cifani, Gerard Minuesa, Celine Chen, Michael G Kharas, Robert K Bradley, Christopher R Vakoc, Richard P Koche, Alex Kentsis"		3		N/A		10.7554/eLife.65905	3R01CA204396-02S1
publication	33530698	PMC7887063	2021	Circ Cardiovasc Qual Outcomes	Shared Decision-Making for Left Ventricular Assist Devices: Rationale and Design of a Nationwide Dissemination and Implementation Project.	"Jocelyn S Thompson, Monica D Fitzgerald, Larry A Allen, Colleen K McIlvennan, Russell E Glasgow, Matthew Wynia, Megan A Morris, John Beilenson, Chris Gherst, Dan D Matlock"		0		N/A		10.1161/CIRCOUTCOMES.120.007256	1P50CA244688-01
publication	33534142	PMC8262382	2021	J Pathol	Implications of a granulocyte-high glioblastoma microenvironment in immune suppression and therapy resistance†.	"Shanmugarajan Krishnan, Zohreh Amoozgar, Dai Fukumura, Rakesh K Jain"		0		N/A		10.1002/path.5637	1U01CA224348-01
publication	33535033	PMC8009291	2021	Cell Rep	Whole-genome characterization of lung adenocarcinomas lacking the RTK/RAS/RAF pathway.	"Jian Carrot-Zhang, Xiaotong Yao, Siddhartha Devarakonda, Aditya Deshpande, Jeffrey S Damrauer, Tiago Chedraoui Silva, Christopher K Wong, Hyo Young Choi, Ina Felau, A Gordon Robertson, Mauro A A Castro, Lisui Bao, Esther Rheinbay, Eric Minwei Liu, Tuan Trieu, David Haan, Christina Yau, Toshinori Hinoue, Yuexin Liu, Ofer Shapira, Kiran Kumar, Karen L Mungall, Hailei Zhang, Jake June-Koo Lee, Ashton Berger, Galen F Gao, Binyamin Zhitomirsky, Wen-Wei Liang, Meng Zhou, Sitapriya Moorthi, Alice H Berger, Eric A Collisson, Michael C Zody, Li Ding, Andrew D Cherniack, Gad Getz, Olivier Elemento, Christopher C Benz, Josh Stuart, J C Zenklusen, Rameen Beroukhim, Jason C Chang, Joshua D Campbell, D Neil Hayes, Lixing Yang, Peter W Laird, John N Weinstein, David J Kwiatkowski, Ming S Tsao, William D Travis, Ekta Khurana, Benjamin P Berman, Katherine A Hoadley, Nicolas Robine, Matthew Meyerson, Ramaswamy Govindan, Marcin Imielinski"		0		N/A		10.1016/j.celrep.2021.108707	3U24CA210999-02S1
publication	33536615	PMC7969354	2021	Nature	IgA transcytosis and antigen recognition govern ovarian cancer immunity.	"Subir Biswas, Gunjan Mandal, Kyle K Payne, Carmen M Anadon, Chandler D Gatenbee, Ricardo A Chaurio, Tara Lee Costich, Carlos Moran, Carly M Harro, Kristen E Rigolizzo, Jessica A Mine, Jimena Trillo-Tinoco, Naoko Sasamoto, Kathryn L Terry, Douglas Marchion, Andrea Buras, Robert M Wenham, Xiaoqing Yu, Mary K Townsend, Shelley S Tworoger, Paulo C Rodriguez, Alexander R Anderson, Jose R Conejo-Garcia"		9		N/A		10.1038/s41586-020-03144-0	1U01CA232758-01
publication	33536620	PMC7895461	2021	Nature	Elevated NSD3 histone methylation activity drives squamous cell lung cancer.	"Gang Yuan, Natasha M Flores, Simone Hausmann, Shane M Lofgren, Vladlena Kharchenko, Maria Angulo-Ibanez, Deepanwita Sengupta, Xiaoyin Lu, Iwona Czaban, Dulat Azhibek, Silvestre Vicent, Wolfgang Fischle, Mariusz Jaremko, Bingliang Fang, Ignacio I Wistuba, Katrin F Chua, Jack A Roth, John D Minna, Ning-Yi Shao, Łukasz Jaremko, Pawel K Mazur, Or Gozani"		9		N/A		10.1038/s41586-020-03170-y	3U54CA224065-01S1
publication	33542149	PMC8171060	2021	Science	Phosphorylation and chromatin tethering prevent cGAS activation during mitosis.	"Tuo Li, Tuozhi Huang, Mingjian Du, Xiang Chen, Fenghe Du, Junyao Ren, Zhijian J Chen"		16		N/A		10.1126/science.abc5386	1U54CA244719-01
publication	33545064	PMC8378471	2021	Cancer Cell	Melanoma models for the next generation of therapies.	"E Elizabeth Patton, Kristen L Mueller, David J Adams, Niroshana Anandasabapathy, Andrew E Aplin, Corine Bertolotto, Marcus Bosenberg, Craig J Ceol, Christin E Burd, Ping Chi, Meenhard Herlyn, Sheri L Holmen, Florian A Karreth, Charles K Kaufman, Shaheen Khan, Sebastian Kobold, Eleonora Leucci, Carmit Levy, David B Lombard, Amanda W Lund, Kerrie L Marie, Jean-Christophe Marine, Richard Marais, Martin McMahon, Carla Daniela Robles-Espinoza, Ze'ev A Ronai, Yardena Samuels, Maria S Soengas, Jessie Villanueva, Ashani T Weeraratna, Richard M White, Iwei Yeh, Jiyue Zhu, Leonard I Zon, Marc S Hurlbert, Glenn Merlino"		5		N/A		10.1016/j.ccell.2021.01.011	1U54CA224070-01
publication	33545064	PMC8378471	2021	Cancer Cell	Melanoma models for the next generation of therapies.	"E Elizabeth Patton, Kristen L Mueller, David J Adams, Niroshana Anandasabapathy, Andrew E Aplin, Corine Bertolotto, Marcus Bosenberg, Craig J Ceol, Christin E Burd, Ping Chi, Meenhard Herlyn, Sheri L Holmen, Florian A Karreth, Charles K Kaufman, Shaheen Khan, Sebastian Kobold, Eleonora Leucci, Carmit Levy, David B Lombard, Amanda W Lund, Kerrie L Marie, Jean-Christophe Marine, Richard Marais, Martin McMahon, Carla Daniela Robles-Espinoza, Ze'ev A Ronai, Yardena Samuels, Maria S Soengas, Jessie Villanueva, Ashani T Weeraratna, Richard M White, Iwei Yeh, Jiyue Zhu, Leonard I Zon, Marc S Hurlbert, Glenn Merlino"		5		N/A		10.1016/j.ccell.2021.01.011	1U01CA233096-01A1
publication	33545140	PMC8096663	2021	Gastroenterology	Time to Colonoscopy After Abnormal Stool-Based Screening and Risk for Colorectal Cancer Incidence and Mortality.	"Yazmin San Miguel, Joshua Demb, Maria Elena Martinez, Samir Gupta, Folasade P May"		2		N/A		10.1053/j.gastro.2021.01.219	1UG3CA233314-01A1
publication	33545388		2021	J Thorac Oncol	A Phase 2 Study of Capmatinib in Patients With MET-Altered Lung Cancer Previously Treated With a MET Inhibitor.	"Ibiayi Dagogo-Jack, Philicia Moonsamy, Justin F Gainor, Jochen K Lennerz, Zofia Piotrowska, Jessica J Lin, Inga T Lennes, Lecia V Sequist, Alice T Shaw, Kelly Goodwin, Sara E Stevens, Andrew Do, Subba R Digumarthy, Kristin Price, Alona Muzikansky, Aaron N Hata, Rebecca S Heist"		1		N/A		10.1016/j.jtho.2021.01.1605	1U54CA224068-01
publication	33547171	PMC7946769	2021	J Immunol	Functional Analysis of Immune Signature Genes in Th1* Memory Cells Links ISOC1 and Pyrimidine Metabolism to IFN-γ and IL-17 Production.	"Yulia Kushnareva, Ian T Mathews, Alexander Y Andreyev, Gokmen Altay, Cecilia S Lindestam Arlehamn, Vijayanand Pandurangan, Roland Nilsson, Mohit Jain, Alessandro Sette, Bjoern Peters, Sonia Sharma"		1		N/A		10.4049/jimmunol.2000672	1U01DE028227-01
publication	33547198	PMC8046740	2021	Clin Cancer Res	Yap1 Mediates Trametinib Resistance in Head and Neck Squamous Cell Carcinomas.	"Tenny Mudianto, Katie M Campbell, Jason Webb, Paul Zolkind, Zachary L Skidmore, Rachel Riley, Erica K Barnell, Ibrahim Ozgenc, Tusar Giri, Gavin P Dunn, Douglas R Adkins, Malachi Griffith, Ann Marie Egloff, Obi L Griffith, Ravindra Uppaluri"		0		N/A		10.1158/1078-0432.CCR-19-4179	3U24CA237719-02S1
publication	33547201	PMC8132306	2021	Clin Cancer Res	A Phase I and Surgical Study of Ribociclib and Everolimus in Children with Recurrent or Refractory Malignant Brain Tumors: A Pediatric Brain Tumor Consortium Study.	"Mariko D DeWire, Christine Fuller, Olivia Campagne, Tong Lin, Haitao Pan, Tina Young Poussaint, Patricia A Baxter, Eugene I Hwang, Andrew Bukowinski, Kathleen Dorris, Lindsey Hoffman, Angela J Waanders, Matthias A Karajannis, Clinton F Stewart, Arzu Onar-Thomas, Maryam Fouladi, Ira J Dunkel"		0		N/A		10.1158/1078-0432.CCR-20-4078	2UM1CA081457-21
publication	33548142	PMC8251877	2021	Eur J Immunol	Highly multiplexed tissue imaging using repeated oligonucleotide exchange reaction.	"Julia Kennedy-Darling, Salil S Bhate, John W Hickey, Sarah Black, Graham L Barlow, Gustavo Vazquez, Vishal G Venkataraaman, Nikolay Samusik, Yury Goltsev, Christian M Schürch, Garry P Nolan"		3		N/A		10.1002/eji.202048891	1U2CCA233195-01
publication	33548142	PMC8251877	2021	Eur J Immunol	Highly multiplexed tissue imaging using repeated oligonucleotide exchange reaction.	"Julia Kennedy-Darling, Salil S Bhate, John W Hickey, Sarah Black, Graham L Barlow, Gustavo Vazquez, Vishal G Venkataraaman, Nikolay Samusik, Yury Goltsev, Christian M Schürch, Garry P Nolan"		3		N/A		10.1002/eji.202048891	1U2CCA233238-01
publication	33549708	PMC7943249	2021	Cancer Lett	Depletion of androgen receptor low molecular weight isoform reduces bladder tumor cell viability and induces apoptosis.	"Kimberley Katleba, Alan P Lombard, Maria-Malvina Tsamouri, Han Bit Baek, Kristine S Nishida, Stephen J Libertini, Alexander J Platero, Ai-Hong Ma, Chong-Xian Pan, Paramita M Ghosh, Maria Mudryj"		2		N/A		10.1016/j.canlet.2021.01.029	1U54CA233306-01
publication	33550249	PMC7925907	2021	BMJ Open	Identifying factors influencing sustainability of innovations in cancer survivorship care: a qualitative study.	"Robin Urquhart, Cynthia Kendell, Evelyn Cornelissen, Byron J Powell, Laura L Madden, Glenn Kissmann, Sarah A Richmond, Jacqueline L Bender"		0		N/A		10.1136/bmjopen-2020-042503	1P50CA244431-01
publication	33554221	PMC7861513	2020	J Clin Haematol	"Citius, Altius, Fortius: Performance in a Bottle for CAR T-Cells."	"Asma Ayari, Roddy S O'Connor"		0		N/A		10.33696/haematology.1.015	1R01CA226983-01
publication	33558511	PMC7870932	2021	Nat Commun	Biallelic loss of BCMA as a resistance mechanism to CAR T cell therapy in a patient with multiple myeloma.	"Mehmet Kemal Samur, Mariateresa Fulciniti, Anil Aktas Samur, Abdul Hamid Bazarbachi, Yu-Tzu Tai, Rao Prabhala, Alejandro Alonso, Adam S Sperling, Timothy Campbell, Fabio Petrocca, Kristen Hege, Shari Kaiser, Hervé Avet Loiseau, Kenneth C Anderson, Nikhil C Munshi"		11		N/A		10.1038/s41467-021-21177-5	2P01CA155258-06
publication	33558734	PMC8126516	2021	Nat Biomed Eng	Prolonged activation of innate immune pathways by a polyvalent STING agonist.	"Suxin Li, Min Luo, Zhaohui Wang, Qiang Feng, Jonathan Wilhelm, Xu Wang, Wei Li, Jian Wang, Agnieszka Cholka, Yang-Xin Fu, Baran D Sumer, Hongtao Yu, Jinming Gao"		5		N/A		10.1038/s41551-020-00675-9	1U54CA244719-01
publication	33559043	PMC8411301	2021	Curr Treat Options Oncol	Surveillance and Monitoring Techniques for HPV-Related Head and Neck Squamous Cell Carcinoma: Circulating Tumor DNA.	"Sarah M Dermody, Catherine T Haring, Chandan Bhambhani, Muneesh Tewari, J Chad Brenner, Paul L Swiecicki"		1		N/A		10.1007/s11864-021-00821-8	1U01DE029255-01
publication	33560385	PMC7876886	2021	Blood Adv	Antileukemic efficacy of a potent artemisinin combined with sorafenib and venetoclax.	"Blake S Moses, Samantha McCullough, Jennifer M Fox, Bryan T Mott, Søren M Bentzen, MinJung Kim, Jeffrey W Tyner, Rena G Lapidus, Ashkan Emadi, Michelle A Rudek, Tami J Kingsbury, Curt I Civin"		2		N/A		10.1182/bloodadvances.2020003429	1U54CA224019-01
publication	33560388	PMC7876893	2021	Blood Adv	Pembrolizumab in mycosis fungoides with PD-L1 structural variants.	"Sara Beygi, Sebastian Fernandez-Pol, George Duran, Erica B Wang, Henning Stehr, James L Zehnder, Nirasha Ramchurren, Steven P Fling, Martin A Cheever, Wen-Kai Weng, Youn H Kim, Michael S Khodadoust"		0		N/A		10.1182/bloodadvances.2020002371	2UM1CA154967-07
publication	33563661	PMC8178162	2021	Cancer Discov	"Matched Targeted Therapy for Pediatric Patients with Relapsed, Refractory, or High-Risk Leukemias: A Report from the LEAP Consortium."	"Yana Pikman, Sarah K Tasian, Maria Luisa Sulis, Kristen Stevenson, Traci M Blonquist, Beth Apsel Winger, Todd M Cooper, Melinda Pauly, Kelly W Maloney, Michael J Burke, Patrick A Brown, Nathan Gossai, Jennifer L McNeer, Neerav N Shukla, Peter D Cole, Justine M Kahn, Jing Chen, Matthew J Barth, Jeffrey A Magee, Lisa Gennarini, Asmani A Adhav, Catherine M Clinton, Nicole Ocasio-Martinez, Giacomo Gotti, Yuting Li, Shan Lin, Alma Imamovic, Cristina E Tognon, Tasleema Patel, Haley L Faust, Cristina F Contreras, Anjali Cremer, Wilian A Cortopassi, Diego Garrido Ruiz, Matthew P Jacobson, Neekesh V Dharia, Angela Su, Amanda L Robichaud, Amy Saur Conway, Katherine Tarlock, Elliot Stieglitz, Andrew E Place, Alexandre Puissant, Stephen P Hunger, Annette S Kim, Neal I Lindeman, Lia Gore, Katherine A Janeway, Lewis B Silverman, Jeffrey W Tyner, Marian H Harris, Mignon L Loh, Kimberly Stegmaier"		1		N/A		10.1158/2159-8290.CD-20-0564	1U01CA232486-01
publication	33563975	PMC7873057	2021	Nat Commun	CAR-T cell-mediated depletion of immunosuppressive tumor-associated macrophages promotes endogenous antitumor immunity and augments adoptive immunotherapy.	"Alba Rodriguez-Garcia, Rachel C Lynn, Mathilde Poussin, Monika A Eiva, Lauren C Shaw, Roddy S O'Connor, Nicholas G Minutolo, Victoria Casado-Medrano, Gonzalo Lopez, Takami Matsuyama, Daniel J Powell"		7		N/A		10.1038/s41467-021-20893-2	1R01CA226983-01
publication	33568343	PMC8102320	2021	Clin Cancer Res	A Randomized Trial of Combined PD-L1 and CTLA-4 Inhibition with Targeted Low-Dose or Hypofractionated Radiation for Patients with Metastatic Colorectal Cancer.	"Arta M Monjazeb, Anita Giobbie-Hurder, Ana Lako, Emily M Thrash, Ryan C Brennick, Katrina Z Kao, Claire Manuszak, Ryan D Gentzler, Anteneh Tesfaye, Salma K Jabbour, Olatunji B Alese, Osama E Rahma, James M Cleary, Elad Sharon, Harvey J Mamon, May Cho, Howard Streicher, Helen X Chen, Mansoor M Ahmed, Adrian Mariño-Enríquez, Seunghee Kim-Schulze, Sacha Gnjatic, Emanual Maverakis, Alina I Marusina, Alexander A Merleev, Mariano Severgnini, Kathleen L Pfaff, James Lindsay, Jason L Weirather, Srinika Ranasinghe, Alexander Spektor, Scott J Rodig, Stephen F Hodi, Jonathan D Schoenfeld"		0		N/A		10.1158/1078-0432.CCR-20-4632	1U24CA224316-01
publication	33568343	PMC8102320	2021	Clin Cancer Res	A Randomized Trial of Combined PD-L1 and CTLA-4 Inhibition with Targeted Low-Dose or Hypofractionated Radiation for Patients with Metastatic Colorectal Cancer.	"Arta M Monjazeb, Anita Giobbie-Hurder, Ana Lako, Emily M Thrash, Ryan C Brennick, Katrina Z Kao, Claire Manuszak, Ryan D Gentzler, Anteneh Tesfaye, Salma K Jabbour, Olatunji B Alese, Osama E Rahma, James M Cleary, Elad Sharon, Harvey J Mamon, May Cho, Howard Streicher, Helen X Chen, Mansoor M Ahmed, Adrian Mariño-Enríquez, Seunghee Kim-Schulze, Sacha Gnjatic, Emanual Maverakis, Alina I Marusina, Alexander A Merleev, Mariano Severgnini, Kathleen L Pfaff, James Lindsay, Jason L Weirather, Srinika Ranasinghe, Alexander Spektor, Scott J Rodig, Stephen F Hodi, Jonathan D Schoenfeld"		0		N/A		10.1158/1078-0432.CCR-20-4632	1U24CA224319-01
publication	33568343	PMC8102320	2021	Clin Cancer Res	A Randomized Trial of Combined PD-L1 and CTLA-4 Inhibition with Targeted Low-Dose or Hypofractionated Radiation for Patients with Metastatic Colorectal Cancer.	"Arta M Monjazeb, Anita Giobbie-Hurder, Ana Lako, Emily M Thrash, Ryan C Brennick, Katrina Z Kao, Claire Manuszak, Ryan D Gentzler, Anteneh Tesfaye, Salma K Jabbour, Olatunji B Alese, Osama E Rahma, James M Cleary, Elad Sharon, Harvey J Mamon, May Cho, Howard Streicher, Helen X Chen, Mansoor M Ahmed, Adrian Mariño-Enríquez, Seunghee Kim-Schulze, Sacha Gnjatic, Emanual Maverakis, Alina I Marusina, Alexander A Merleev, Mariano Severgnini, Kathleen L Pfaff, James Lindsay, Jason L Weirather, Srinika Ranasinghe, Alexander Spektor, Scott J Rodig, Stephen F Hodi, Jonathan D Schoenfeld"		0		N/A		10.1158/1078-0432.CCR-20-4632	1U24CA224331-01
publication	33568343	PMC8102320	2021	Clin Cancer Res	A Randomized Trial of Combined PD-L1 and CTLA-4 Inhibition with Targeted Low-Dose or Hypofractionated Radiation for Patients with Metastatic Colorectal Cancer.	"Arta M Monjazeb, Anita Giobbie-Hurder, Ana Lako, Emily M Thrash, Ryan C Brennick, Katrina Z Kao, Claire Manuszak, Ryan D Gentzler, Anteneh Tesfaye, Salma K Jabbour, Olatunji B Alese, Osama E Rahma, James M Cleary, Elad Sharon, Harvey J Mamon, May Cho, Howard Streicher, Helen X Chen, Mansoor M Ahmed, Adrian Mariño-Enríquez, Seunghee Kim-Schulze, Sacha Gnjatic, Emanual Maverakis, Alina I Marusina, Alexander A Merleev, Mariano Severgnini, Kathleen L Pfaff, James Lindsay, Jason L Weirather, Srinika Ranasinghe, Alexander Spektor, Scott J Rodig, Stephen F Hodi, Jonathan D Schoenfeld"		0		N/A		10.1158/1078-0432.CCR-20-4632	1U01DK124165-01
publication	33568345	PMC8254744	2021	Clin Cancer Res	Activity of Crizotinib in Patients with ALK-Aberrant Relapsed/Refractory Neuroblastoma: A Children's Oncology Group Study (ADVL0912).	"Jennifer H Foster, Stephan D Voss, David C Hall, Charles G Minard, Frank M Balis, Keith Wilner, Stacey L Berg, Elizabeth Fox, Peter C Adamson, Susan M Blaney, Brenda J Weigel, Yael P Mossé"		5		N/A		10.1158/1078-0432.CCR-20-4224	5UM1CA228823-03
publication	33568355	PMC8295204	2021	Cancer Discov	Exploiting Allosteric Properties of RAF and MEK Inhibitors to Target Therapy-Resistant Tumors Driven by Oncogenic BRAF Signaling.	"Christos Adamopoulos, Tamer A Ahmed, Maxwell R Tucker, Peter M U Ung, Min Xiao, Zoi Karoulia, Angelo Amabile, Xuewei Wu, Stuart A Aaronson, Celina Ang, Vito W Rebecca, Brian D Brown, Avner Schlessinger, Meenhard Herlyn, Qi Wang, David E Shaw, Poulikos I Poulikakos"		3		N/A		10.1158/2159-8290.CD-20-1351	1U54CA224070-01
publication	33571687	PMC8089044	2021	Contemp Clin Trials	"Comparing recruitment strategies for a digital smoking cessation intervention: Technology-assisted peer recruitment, social media, ResearchMatch, and smokefree.gov."	"Jamie M Faro, Catherine S Nagawa, Elizabeth A Orvek, Bridget M Smith, Amanda C Blok, Thomas K Houston, Ariana Kamberi, Jeroan J Allison, Sharina D Person, Rajani S Sadasivam"		0		N/A		10.1016/j.cct.2021.106314	1P50CA244693-01
publication	33593942		2021	Mol Cancer Res	AraC-FdUMP[10] Is a Next-Generation Fluoropyrimidine with Potent Antitumor Activity in PDAC and Synergy with PARG Inhibition.	"Alex O Haber, Aditi Jain, Chinnadurai Mani, Avinoam Nevler, Lebaron C Agostini, Talia Golan, Komaraiah Palle, Charles J Yeo, William H Gmeiner, Jonathan R Brody"		1		N/A		10.1158/1541-7786.MCR-20-0985	3P30CA069533-22S5
publication	33594732	PMC8248187	2021	Magn Reson Med	Region-optimized virtual (ROVir) coils: Localization and/or suppression of spatial regions using sensor-domain beamforming.	"Daeun Kim, Stephen F Cauley, Krishna S Nayak, Richard M Leahy, Justin P Haldar"		1		N/A		10.1002/mrm.28706	1R33CA225400-01
